endpoint,method,model_id,model,source_id,source,source_class,target_id,target,target_class,n_source_cal,n_target_cal,n_target_test,src_cal_pos,tgt_test_pos,tgt_test_neg,ece_raw,ece_indomain,ece_transferred,aece_raw,aece_indomain,aece_transferred,brier_raw,brier_indomain,brier_transferred,nll_raw,nll_indomain,nll_transferred,auroc_raw,auroc_transferred,auroc_change,transfer_success,collapse
MI,platt,M5,ECG-FM,D1,PTB-XL,MI,D5,MIMIC-IV-ECG,MI,297,298,301,43,62,239,0.11544920559819226,0.03932243223370599,0.05721946873321734,0.11523840381168206,0.06048997374730759,0.06906349867621196,0.1610140477643251,0.14224876752577872,0.14401441905204715,0.5753037719475252,0.44826441802957984,0.4597111712412154,0.7397759481711432,0.7397759481711432,0.0,False,False
MI,isotonic,M5,ECG-FM,D1,PTB-XL,MI,D5,MIMIC-IV-ECG,MI,297,298,301,43,62,239,0.11544920559819226,0.06483547047320588,0.061055450981342636,0.11523840381168206,0.0718931209739681,0.0856823972669055,0.1610140477643251,0.14978027484634632,0.14637819602203017,0.5753037719475252,0.6421179520127355,0.505457077162049,0.7397759481711432,0.7365366446214063,-0.003239303549736894,True,False
MI,temperature,M5,ECG-FM,D1,PTB-XL,MI,D5,MIMIC-IV-ECG,MI,297,298,301,43,62,239,0.11544920559819226,0.09488453306046808,0.09488959970600155,0.11523840381168206,0.09235414248711533,0.09234467551590995,0.1610140477643251,0.15275575274772898,0.15275800800496636,0.5753037719475252,0.4883024351773454,0.48833897656741976,0.7397759481711432,0.7397759481711432,0.0,True,False
MI,platt,M6,S4D,D1,PTB-XL,MI,D5,MIMIC-IV-ECG,MI,297,298,301,43,62,239,0.045582716879471304,0.06819247958849797,0.07214739261385877,0.06574427453947934,0.0776330670536802,0.07512955816039131,0.13580287314000558,0.13839954363344262,0.1404542423318792,0.4261421127141544,0.4359029421312835,0.43720607667057987,0.7799973005803752,0.7799973005803752,0.0,False,True
MI,isotonic,M6,S4D,D1,PTB-XL,MI,D5,MIMIC-IV-ECG,MI,297,298,301,43,62,239,0.045582716879471304,0.05625049611062721,0.027480169650867567,0.06574427453947934,0.06692535912428627,0.059221209112601134,0.13580287314000558,0.1366508887892022,0.13325008165888028,0.4261421127141544,0.42501898011366684,0.45616269289733685,0.7799973005803752,0.7771629099743556,-0.0028343906060196433,True,False
MI,temperature,M6,S4D,D1,PTB-XL,MI,D5,MIMIC-IV-ECG,MI,297,298,301,43,62,239,0.045582716879471304,0.056106202441062666,0.045113870306471085,0.06574427453947934,0.07607384527514063,0.06236008929277427,0.13580287314000558,0.1369754353541385,0.13579869879732231,0.4261421127141544,0.43149080727052114,0.4254575078680746,0.7799973005803752,0.7799973005803752,0.0,True,False
MI,platt,M1,MERL,D5,MIMIC-IV-ECG,MI,D1,PTB-XL,MI,298,297,299,65,40,259,0.09652294926731451,0.03794570839845715,0.06001231819219938,0.08511632089909982,0.041151666770035664,0.04922001746902391,0.11996104328983055,0.10581899921724698,0.1066266149140112,0.42045459509061983,0.3557640620654124,0.36028267077313786,0.7595559845559845,0.7595559845559845,0.0,False,False
MI,isotonic,M1,MERL,D5,MIMIC-IV-ECG,MI,D1,PTB-XL,MI,298,297,299,65,40,259,0.09652294926731451,0.05182693703272077,0.0664114008361545,0.08511632089909982,0.06372168552862605,0.07930140553794561,0.11996104328983055,0.10592070782505886,0.11378388457401493,0.42045459509061983,0.3507205737320628,0.41279036209455194,0.7595559845559845,0.7506274131274131,-0.008928571428571397,False,False
MI,temperature,M1,MERL,D5,MIMIC-IV-ECG,MI,D1,PTB-XL,MI,298,297,299,65,40,259,0.09652294926731451,0.07480246935014603,0.08601733624410006,0.08511632089909982,0.07243795731490367,0.08340898130989922,0.11996104328983055,0.11579938704663448,0.11661783533142184,0.42045459509061983,0.37408068946758,0.3767463220201083,0.7595559845559845,0.7595559845559845,0.0,True,False
MI,platt,M2,ST-MEM,D5,MIMIC-IV-ECG,MI,D1,PTB-XL,MI,298,297,299,65,40,259,0.12068685057117841,0.0561341819561528,0.07418857294584282,0.096918621962379,0.06775114062773528,0.07438670950466775,0.11477406983466978,0.0984226546114543,0.09955305686507482,0.5267165797433699,0.33819080691596715,0.3484846176782936,0.8162162162162162,0.8162162162162162,0.0,False,False
MI,isotonic,M2,ST-MEM,D5,MIMIC-IV-ECG,MI,D1,PTB-XL,MI,298,297,299,65,40,259,0.12068685057117841,0.04385568273138689,0.05856148423293258,0.096918621962379,0.0548144556195977,0.06645431012079554,0.11477406983466978,0.09769579612431165,0.09747535678492898,0.5267165797433699,0.33619891376381145,0.40338543429868123,0.8162162162162162,0.8060328185328186,-0.0101833976833976,False,False
