endpoint,endpoint_class,model_id,model,dataset_id,dataset,alpha,target_coverage,method,n_test,n_cal,n_test_pos,n_test_neg,coverage,coverage_tp,coverage_tn,avg_set_size,singleton_rate,empty_rate,both_rate,conformal_quantile,quantile_is_inf
MI,MI,M2,ST-MEM,D5,MIMIC-IV-ECG,0.1,0.9,raw,301,298,62,239,0.9136212624584718,0.7258064516129032,0.9623430962343096,1.3156146179401993,0.6843853820598007,0.0,0.31561461794019935,0.9448838734344113,False
MI,MI,M2,ST-MEM,D5,MIMIC-IV-ECG,0.1,0.9,platt,301,298,62,239,0.9235880398671097,0.6290322580645161,1.0,1.2990033222591362,0.7009966777408638,0.0,0.29900332225913623,0.8087321713311424,False
MI,MI,M2,ST-MEM,D5,MIMIC-IV-ECG,0.1,0.9,isotonic,301,298,62,239,0.9069767441860465,0.6290322580645161,0.9790794979079498,1.2691029900332227,0.7308970099667774,0.0,0.2691029900332226,0.6923076923076923,False
MI,MI,M2,ST-MEM,D5,MIMIC-IV-ECG,0.1,0.9,temperature,301,298,62,239,0.9136212624584718,0.7258064516129032,0.9623430962343096,1.3156146179401993,0.6843853820598007,0.0,0.31561461794019935,0.7003227143246644,False
MI,MI,M2,ST-MEM,D5,MIMIC-IV-ECG,0.2,0.8,raw,301,298,62,239,0.8239202657807309,0.5483870967741935,0.895397489539749,1.0664451827242525,0.9335548172757475,0.0,0.0664451827242525,0.6415269653992988,False
MI,MI,M2,ST-MEM,D5,MIMIC-IV-ECG,0.2,0.8,platt,301,298,62,239,0.813953488372093,0.3064516129032258,0.9456066945606695,1.0199335548172757,0.9800664451827242,0.0,0.019933554817275746,0.5386907008907887,False
MI,MI,M2,ST-MEM,D5,MIMIC-IV-ECG,0.2,0.8,isotonic,301,298,62,239,0.8205980066445183,0.27419354838709675,0.9623430962343096,1.0199335548172757,0.9800664451827242,0.0,0.019933554817275746,0.5,False
MI,MI,M2,ST-MEM,D5,MIMIC-IV-ECG,0.2,0.8,temperature,301,298,62,239,0.8239202657807309,0.5483870967741935,0.895397489539749,1.0664451827242525,0.9335548172757475,0.0,0.0664451827242525,0.5433537595004364,False
MI,MI,M3,HuBERT-ECG,D1,PTB-XL,0.1,0.9,raw,299,297,40,259,0.9063545150501672,0.575,0.9575289575289575,1.1304347826086956,0.8695652173913043,0.0,0.13043478260869565,0.8087438247660794,False
MI,MI,M3,HuBERT-ECG,D1,PTB-XL,0.1,0.9,platt,299,297,40,259,0.8929765886287625,0.375,0.972972972972973,1.0367892976588629,0.9632107023411371,0.0,0.03678929765886288,0.570144805027808,False
MI,MI,M3,HuBERT-ECG,D1,PTB-XL,0.1,0.9,isotonic,299,297,40,259,0.8862876254180602,0.275,0.9806949806949807,1.0267558528428093,0.9732441471571907,0.0,0.026755852842809364,0.6666666666666666,False
MI,MI,M3,HuBERT-ECG,D1,PTB-XL,0.1,0.9,temperature,299,297,40,259,0.9063545150501672,0.575,0.9575289575289575,1.1304347826086956,0.8695652173913043,0.0,0.13043478260869565,0.6382700181640322,False
MI,MI,M3,HuBERT-ECG,D1,PTB-XL,0.2,0.8,raw,299,297,40,259,0.842809364548495,0.425,0.9073359073359073,0.979933110367893,0.979933110367893,0.020066889632107024,0.0,0.43105340281484533,False
MI,MI,M3,HuBERT-ECG,D1,PTB-XL,0.2,0.8,platt,299,297,40,259,0.822742474916388,0.025,0.9459459459459459,0.9063545150501672,0.9063545150501672,0.09364548494983277,0.0,0.40163087518259244,False
MI,MI,M3,HuBERT-ECG,D1,PTB-XL,0.2,0.8,isotonic,299,297,40,259,0.8561872909698997,0.15,0.9652509652509652,0.959866220735786,0.959866220735786,0.04013377926421405,0.0,0.26,False
MI,MI,M3,HuBERT-ECG,D1,PTB-XL,0.2,0.8,temperature,299,297,40,259,0.842809364548495,0.425,0.9073359073359073,0.979933110367893,0.979933110367893,0.020066889632107024,0.0,0.4726992545419538,False
MI,MI,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.1,0.9,raw,301,298,62,239,0.9102990033222591,0.7419354838709677,0.9539748953974896,1.3521594684385383,0.6478405315614618,0.0,0.3521594684385382,0.9367330691665849,False
MI,MI,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.1,0.9,platt,301,298,62,239,0.9169435215946844,0.5967741935483871,1.0,1.3355481727574752,0.6644518272425249,0.0,0.33554817275747506,0.8191628965201541,False
MI,MI,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.1,0.9,isotonic,301,298,62,239,0.920265780730897,0.6451612903225806,0.9916317991631799,1.345514950166113,0.654485049833887,0.0,0.34551495016611294,0.6875,False
MI,MI,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.1,0.9,temperature,301,298,62,239,0.9102990033222591,0.7419354838709677,0.9539748953974896,1.3521594684385383,0.6478405315614618,0.0,0.3521594684385382,0.71714829425451,False
MI,MI,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.2,0.8,raw,301,298,62,239,0.7940199335548173,0.4838709677419355,0.8744769874476988,1.0498338870431894,0.9501661129568106,0.0,0.04983388704318937,0.5835844603111352,False
MI,MI,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.2,0.8,platt,301,298,62,239,0.7906976744186046,0.24193548387096775,0.9330543933054394,1.0498338870431894,0.9501661129568106,0.0,0.04983388704318937,0.5416470173825383,False
MI,MI,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.2,0.8,isotonic,301,298,62,239,0.7973421926910299,0.16129032258064516,0.9623430962343096,1.043189368770764,0.9568106312292359,0.0,0.04318936877076412,0.5333333333333333,False
MI,MI,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.2,0.8,temperature,301,298,62,239,0.7940199335548173,0.4838709677419355,0.8744769874476988,1.0498338870431894,0.9501661129568106,0.0,0.04983388704318937,0.5290948739940442,False
MI,MI,M4,ECGFM-KED,D1,PTB-XL,0.1,0.9,raw,299,297,40,259,0.9096989966555183,0.6,0.9575289575289575,1.193979933110368,0.8060200668896321,0.0,0.1939799331103679,0.7510692588193859,False
MI,MI,M4,ECGFM-KED,D1,PTB-XL,0.1,0.9,platt,299,297,40,259,0.9096989966555183,0.325,1.0,1.120401337792642,0.8795986622073578,0.0,0.12040133779264214,0.7582054772236929,False
