endpoint,endpoint_class,model_id,model,dataset_id,dataset,alpha,target_coverage,method,n_test,n_cal,n_test_pos,n_test_neg,coverage,coverage_tp,coverage_tn,avg_set_size,singleton_rate,empty_rate,both_rate,conformal_quantile,quantile_is_inf
MI,MI,M4,ECGFM-KED,D1,PTB-XL,0.1,0.9,isotonic,299,297,40,259,0.9096989966555183,0.325,1.0,1.1270903010033444,0.8729096989966555,0.0,0.12709030100334448,0.5853658536585367,False
MI,MI,M4,ECGFM-KED,D1,PTB-XL,0.1,0.9,temperature,299,297,40,259,0.9096989966555183,0.6,0.9575289575289575,1.193979933110368,0.8060200668896321,0.0,0.1939799331103679,0.664689377732503,False
MI,MI,M4,ECGFM-KED,D1,PTB-XL,0.2,0.8,raw,299,297,40,259,0.822742474916388,0.3,0.9034749034749034,0.9665551839464883,0.9665551839464883,0.033444816053511704,0.0,0.447608481778191,False
MI,MI,M4,ECGFM-KED,D1,PTB-XL,0.2,0.8,platt,299,297,40,259,0.822742474916388,0.0,0.9498069498069498,0.9264214046822743,0.9264214046822743,0.07357859531772576,0.0,0.33322475320050204,False
MI,MI,M4,ECGFM-KED,D1,PTB-XL,0.2,0.8,isotonic,299,297,40,259,0.8662207357859532,0.0,1.0,1.0,1.0,0.0,0.0,0.4146341463414634,False
MI,MI,M4,ECGFM-KED,D1,PTB-XL,0.2,0.8,temperature,299,297,40,259,0.822742474916388,0.3,0.9034749034749034,0.9665551839464883,0.9665551839464883,0.033444816053511704,0.0,0.4674635275431886,False
MI,MI,M4,ECGFM-KED,D5,MIMIC-IV-ECG,0.1,0.9,raw,301,298,62,239,0.9401993355481728,0.7419354838709677,0.9916317991631799,1.3388704318936877,0.6611295681063123,0.0,0.3388704318936877,0.7557200947895236,False
MI,MI,M4,ECGFM-KED,D5,MIMIC-IV-ECG,0.1,0.9,platt,301,298,62,239,0.946843853820598,0.7419354838709677,1.0,1.345514950166113,0.654485049833887,0.0,0.34551495016611294,0.7960769280131433,False
MI,MI,M4,ECGFM-KED,D5,MIMIC-IV-ECG,0.1,0.9,isotonic,301,298,62,239,0.946843853820598,0.7741935483870968,0.9916317991631799,1.3820598006644518,0.6179401993355482,0.0,0.38205980066445183,0.7592592592592593,False
MI,MI,M4,ECGFM-KED,D5,MIMIC-IV-ECG,0.1,0.9,temperature,301,298,62,239,0.9401993355481728,0.7419354838709677,0.9916317991631799,1.3388704318936877,0.6611295681063123,0.0,0.3388704318936877,0.658114548903761,False
MI,MI,M4,ECGFM-KED,D5,MIMIC-IV-ECG,0.2,0.8,raw,301,298,62,239,0.7940199335548173,0.2903225806451613,0.9246861924686193,1.0199335548172757,0.9800664451827242,0.0,0.019933554817275746,0.5254425239074391,False
MI,MI,M4,ECGFM-KED,D5,MIMIC-IV-ECG,0.2,0.8,platt,301,298,62,239,0.7807308970099668,0.12903225806451613,0.9497907949790795,0.9767441860465116,0.9767441860465116,0.023255813953488372,0.0,0.47805222843724043,False
MI,MI,M4,ECGFM-KED,D5,MIMIC-IV-ECG,0.2,0.8,isotonic,301,298,62,239,0.7873754152823921,0.16129032258064516,0.9497907949790795,1.0,1.0,0.0,0.0,0.4545454545454546,False
MI,MI,M4,ECGFM-KED,D5,MIMIC-IV-ECG,0.2,0.8,temperature,301,298,62,239,0.7940199335548173,0.2903225806451613,0.9246861924686193,1.0199335548172757,0.9800664451827242,0.0,0.019933554817275746,0.5147623455629622,False
MI,MI,M5,ECG-FM,D1,PTB-XL,0.1,0.9,raw,299,297,40,259,0.9163879598662207,0.675,0.9536679536679536,1.1471571906354514,0.8528428093645485,0.0,0.14715719063545152,0.696791665317262,False
MI,MI,M5,ECG-FM,D1,PTB-XL,0.1,0.9,platt,299,297,40,259,0.8896321070234113,0.325,0.9768339768339769,1.0434782608695652,0.9565217391304348,0.0,0.043478260869565216,0.5801950114450726,False
MI,MI,M5,ECG-FM,D1,PTB-XL,0.1,0.9,isotonic,299,297,40,259,0.8896321070234113,0.325,0.9768339768339769,1.040133779264214,0.959866220735786,0.0,0.04013377926421405,0.6,False
MI,MI,M5,ECG-FM,D1,PTB-XL,0.1,0.9,temperature,299,297,40,259,0.9163879598662207,0.675,0.9536679536679536,1.1471571906354514,0.8528428093645485,0.0,0.14715719063545152,0.6200181246740148,False
MI,MI,M5,ECG-FM,D1,PTB-XL,0.2,0.8,raw,299,297,40,259,0.7993311036789298,0.35,0.8687258687258688,0.8963210702341137,0.8963210702341137,0.10367892976588629,0.0,0.35090445905953405,False
MI,MI,M5,ECG-FM,D1,PTB-XL,0.2,0.8,platt,299,297,40,259,0.8193979933110368,0.05,0.9382239382239382,0.903010033444816,0.903010033444816,0.09698996655518395,0.0,0.3202175316241759,False
MI,MI,M5,ECG-FM,D1,PTB-XL,0.2,0.8,isotonic,299,297,40,259,0.822742474916388,0.025,0.9459459459459459,0.919732441471572,0.919732441471572,0.0802675585284281,0.0,0.20588235294117646,False
MI,MI,M5,ECG-FM,D1,PTB-XL,0.2,0.8,temperature,299,297,40,259,0.7993311036789298,0.35,0.8687258687258688,0.8963210702341137,0.8963210702341137,0.10367892976588629,0.0,0.4104918698254475,False
MI,MI,M5,ECG-FM,D5,MIMIC-IV-ECG,0.1,0.9,raw,301,298,62,239,0.8837209302325582,0.6129032258064516,0.9539748953974896,1.2325581395348837,0.7674418604651163,0.0,0.23255813953488372,0.7843725803780561,False
MI,MI,M5,ECG-FM,D5,MIMIC-IV-ECG,0.1,0.9,platt,301,298,62,239,0.9102990033222591,0.5645161290322581,1.0,1.2724252491694352,0.7275747508305648,0.0,0.2724252491694352,0.755740573150701,False
MI,MI,M5,ECG-FM,D5,MIMIC-IV-ECG,0.1,0.9,isotonic,301,298,62,239,0.8870431893687708,0.6129032258064516,0.9581589958158996,1.239202657807309,0.760797342192691,0.0,0.23920265780730898,0.6799999999999999,False
MI,MI,M5,ECG-FM,D5,MIMIC-IV-ECG,0.1,0.9,temperature,301,298,62,239,0.8837209302325582,0.6129032258064516,0.9539748953974896,1.2325581395348837,0.7674418604651163,0.0,0.23255813953488372,0.6812256279913815,False
MI,MI,M5,ECG-FM,D5,MIMIC-IV-ECG,0.2,0.8,raw,301,298,62,239,0.8106312292358804,0.532258064516129,0.8828451882845189,1.06312292358804,0.9368770764119602,0.0,0.06312292358803986,0.5853316121100338,False
MI,MI,M5,ECG-FM,D5,MIMIC-IV-ECG,0.2,0.8,platt,301,298,62,239,0.8205980066445183,0.3548387096774194,0.9414225941422594,1.0465116279069768,0.9534883720930233,0.0,0.046511627906976744,0.5333699977538867,False
MI,MI,M5,ECG-FM,D5,MIMIC-IV-ECG,0.2,0.8,isotonic,301,298,62,239,0.8039867109634552,0.20967741935483872,0.9581589958158996,1.0,1.0,0.0,0.0,0.3709677419354839,False
MI,MI,M5,ECG-FM,D5,MIMIC-IV-ECG,0.2,0.8,temperature,301,298,62,239,0.8106312292358804,0.532258064516129,0.8828451882845189,1.06312292358804,0.9368770764119602,0.0,0.06312292358803986,0.5505051070106133,False
MI,MI,M6,S4D,D1,PTB-XL,0.1,0.9,raw,299,297,40,259,0.9364548494983278,0.525,1.0,1.1438127090301002,0.8561872909698997,0.0,0.14381270903010032,0.7012295953169951,False
MI,MI,M6,S4D,D1,PTB-XL,0.1,0.9,platt,299,297,40,259,0.9264214046822743,0.45,1.0,1.137123745819398,0.862876254180602,0.0,0.13712374581939799,0.7846081058944947,False
MI,MI,M6,S4D,D1,PTB-XL,0.1,0.9,isotonic,299,297,40,259,0.9565217391304348,0.675,1.0,1.31438127090301,0.68561872909699,0.0,0.31438127090301005,0.6721311475409837,False
MI,MI,M6,S4D,D1,PTB-XL,0.1,0.9,temperature,299,297,40,259,0.9364548494983278,0.525,1.0,1.1438127090301002,0.8561872909698997,0.0,0.14381270903010032,0.7198371045073744,False
MI,MI,M6,S4D,D1,PTB-XL,0.2,0.8,raw,299,297,40,259,0.802675585284281,0.1,0.9111969111969112,0.882943143812709,0.882943143812709,0.11705685618729098,0.0,0.3338939898569103,False
MI,MI,M6,S4D,D1,PTB-XL,0.2,0.8,platt,299,297,40,259,0.8294314381270903,0.1,0.9420849420849421,0.919732441471572,0.919732441471572,0.0802675585284281,0.0,0.281178901917559,False
MI,MI,M6,S4D,D1,PTB-XL,0.2,0.8,isotonic,299,297,40,259,0.8461538461538461,0.0,0.9768339768339769,0.959866220735786,0.959866220735786,0.04013377926421405,0.0,0.32786885245901637,False
MI,MI,M6,S4D,D1,PTB-XL,0.2,0.8,temperature,299,297,40,259,0.802675585284281,0.1,0.9111969111969112,0.882943143812709,0.882943143812709,0.11705685618729098,0.0,0.3178046464070179,False
MI,MI,M6,S4D,D5,MIMIC-IV-ECG,0.1,0.9,raw,301,298,62,239,0.9102990033222591,0.5645161290322581,1.0,1.282392026578073,0.717607973421927,0.0,0.2823920265780731,0.7251806934594064,False
MI,MI,M6,S4D,D5,MIMIC-IV-ECG,0.1,0.9,platt,301,298,62,239,0.9102990033222591,0.5645161290322581,1.0,1.2857142857142858,0.7142857142857143,0.0,0.2857142857142857,0.7593131163061801,False
MI,MI,M6,S4D,D5,MIMIC-IV-ECG,0.1,0.9,isotonic,301,298,62,239,0.9169435215946844,0.5967741935483871,1.0,1.2956810631229236,0.7043189368770764,0.0,0.2956810631229236,0.6666666666666667,False
MI,MI,M6,S4D,D5,MIMIC-IV-ECG,0.1,0.9,temperature,301,298,62,239,0.9102990033222591,0.5645161290322581,1.0,1.282392026578073,0.717607973421927,0.0,0.2823920265780731,0.6987201263365099,False
MI,MI,M6,S4D,D5,MIMIC-IV-ECG,0.2,0.8,raw,301,298,62,239,0.840531561461794,0.27419354838709675,0.9874476987447699,1.0730897009966778,0.9269102990033222,0.0,0.07308970099667775,0.5717990370270725,False
MI,MI,M6,S4D,D5,MIMIC-IV-ECG,0.2,0.8,platt,301,298,62,239,0.8305647840531561,0.20967741935483872,0.9916317991631799,1.0465116279069768,0.9534883720930233,0.0,0.046511627906976744,0.5689665512950217,False
MI,MI,M6,S4D,D5,MIMIC-IV-ECG,0.2,0.8,isotonic,301,298,62,239,0.8870431893687708,0.45161290322580644,1.0,1.1993355481727574,0.8006644518272426,0.0,0.19933554817275748,0.5555555555555556,False
MI,MI,M6,S4D,D5,MIMIC-IV-ECG,0.2,0.8,temperature,301,298,62,239,0.840531561461794,0.27419354838709675,0.9874476987447699,1.0730897009966778,0.9269102990033222,0.0,0.07308970099667775,0.5623533291740812,False
AF,AF,M1,MERL,D3,CODE-15%,0.1,0.9,raw,1197,1200,17,1180,0.9081035923141186,0.0,0.9211864406779661,0.9156223893065998,0.9156223893065998,0.08437761069340016,0.0,0.0427888391013766,False
AF,AF,M1,MERL,D3,CODE-15%,0.1,0.9,platt,1197,1200,17,1180,0.910609857978279,0.0,0.923728813559322,0.9172932330827067,0.9172932330827067,0.08270676691729323,0.0,0.01648567194144472,False
AF,AF,M1,MERL,D3,CODE-15%,0.1,0.9,isotonic,1197,1200,17,1180,0.9406850459482038,0.0,0.9542372881355933,0.9473684210526315,0.9473684210526315,0.05263157894736842,0.0,0.02586206896551724,False
AF,AF,M1,MERL,D3,CODE-15%,0.1,0.9,temperature,1197,1200,17,1180,0.9081035923141186,0.0,0.9211864406779661,0.9156223893065998,0.9156223893065998,0.08437761069340016,0.0,0.08719847835166426,False
AF,AF,M1,MERL,D3,CODE-15%,0.2,0.8,raw,1197,1200,17,1180,0.8128654970760234,0.0,0.8245762711864407,0.8170426065162907,0.8170426065162907,0.18295739348370926,0.0,0.013933560283185273,False
AF,AF,M1,MERL,D3,CODE-15%,0.2,0.8,platt,1197,1200,17,1180,0.8145363408521303,0.0,0.826271186440678,0.8187134502923976,0.8187134502923976,0.18128654970760233,0.0,0.013891333082993939,False
AF,AF,M1,MERL,D3,CODE-15%,0.2,0.8,isotonic,1197,1200,17,1180,0.8412698412698413,0.0,0.8533898305084746,0.8462823725981621,0.8462823725981621,0.15371762740183792,0.0,0.007339449541284404,False
AF,AF,M1,MERL,D3,CODE-15%,0.2,0.8,temperature,1197,1200,17,1180,0.8128654970760234,0.0,0.8245762711864407,0.8170426065162907,0.8170426065162907,0.18295739348370926,0.0,0.03847239606717753,False
AF,AF,M1,MERL,D4,CPSC2018,0.1,0.9,raw,1031,1031,161,870,0.903976721629486,0.7515527950310559,0.9321839080459771,0.9398642095053347,0.9398642095053347,0.06013579049466537,0.0,0.24747260963806403,False
AF,AF,M1,MERL,D4,CPSC2018,0.1,0.9,platt,1031,1031,161,870,0.8971871968962173,0.6770186335403726,0.9379310344827586,0.930164888457808,0.930164888457808,0.06983511154219205,0.0,0.1525962818461435,False
AF,AF,M1,MERL,D4,CPSC2018,0.1,0.9,isotonic,1031,1031,161,870,0.915615906886518,0.6956521739130435,0.9563218390804598,0.95635305528613,0.95635305528613,0.04364694471387003,0.0,0.3333333333333333,False
AF,AF,M1,MERL,D4,CPSC2018,0.1,0.9,temperature,1031,1031,161,870,0.903976721629486,0.7515527950310559,0.9321839080459771,0.9398642095053347,0.9398642095053347,0.06013579049466537,0.0,0.30602793484557983,False
AF,AF,M1,MERL,D4,CPSC2018,0.2,0.8,raw,1031,1031,161,870,0.7807953443258971,0.37267080745341613,0.8563218390804598,0.7943743937924346,0.7943743937924346,0.20562560620756548,0.0,0.050416912249588566,False
AF,AF,M1,MERL,D4,CPSC2018,0.2,0.8,platt,1031,1031,161,870,0.7982541222114452,0.2795031055900621,0.8942528735632184,0.8137730358874878,0.8137730358874878,0.18622696411251213,0.0,0.05455085426832795,False
AF,AF,M1,MERL,D4,CPSC2018,0.2,0.8,isotonic,1031,1031,161,870,0.8118331716779825,0.453416149068323,0.8781609195402299,0.8302618816682832,0.8302618816682832,0.1697381183317168,0.0,0.06896551724137931,False
AF,AF,M1,MERL,D4,CPSC2018,0.2,0.8,temperature,1031,1031,161,870,0.7807953443258971,0.37267080745341613,0.8563218390804598,0.7943743937924346,0.7943743937924346,0.20562560620756548,0.0,0.10328380160383237,False
AF,AF,M1,MERL,D5,MIMIC-IV-ECG,0.1,0.9,raw,301,298,40,261,0.9036544850498339,0.65,0.9425287356321839,1.0066445182724253,0.9933554817275747,0.0,0.006644518272425249,0.5312873291003831,False
AF,AF,M1,MERL,D5,MIMIC-IV-ECG,0.1,0.9,platt,301,298,40,261,0.8870431893687708,0.45,0.9540229885057471,0.9700996677740864,0.9700996677740864,0.029900332225913623,0.0,0.4216470863458399,False
AF,AF,M1,MERL,D5,MIMIC-IV-ECG,0.1,0.9,isotonic,301,298,40,261,0.8737541528239202,0.175,0.9808429118773946,1.0,1.0,0.0,0.0,0.4666666666666667,False
AF,AF,M1,MERL,D5,MIMIC-IV-ECG,0.1,0.9,temperature,301,298,40,261,0.9036544850498339,0.65,0.9425287356321839,1.0066445182724253,0.9933554817275747,0.0,0.006644518272425249,0.5148445537860219,False
AF,AF,M1,MERL,D5,MIMIC-IV-ECG,0.2,0.8,raw,301,298,40,261,0.7873754152823921,0.4,0.8467432950191571,0.8239202657807309,0.8239202657807309,0.1760797342192691,0.0,0.05335138932326888,False
AF,AF,M1,MERL,D5,MIMIC-IV-ECG,0.2,0.8,platt,301,298,40,261,0.760797342192691,0.0,0.8773946360153256,0.7873754152823921,0.7873754152823921,0.21262458471760798,0.0,0.04684522662074038,False
AF,AF,M1,MERL,D5,MIMIC-IV-ECG,0.2,0.8,isotonic,301,298,40,261,0.7774086378737541,0.175,0.8697318007662835,0.8172757475083057,0.8172757475083057,0.18272425249169436,0.0,0.1428571428571429,False
AF,AF,M1,MERL,D5,MIMIC-IV-ECG,0.2,0.8,temperature,301,298,40,261,0.7873754152823921,0.4,0.8467432950191571,0.8239202657807309,0.8239202657807309,0.1760797342192691,0.0,0.20372476917031918,False
AF,AF,M2,ST-MEM,D3,CODE-15%,0.1,0.9,raw,1197,1200,17,1180,0.898078529657477,0.0,0.9110169491525424,0.8989139515455304,0.8989139515455304,0.1010860484544695,0.0,9.389171439478425e-05,False
AF,AF,M2,ST-MEM,D3,CODE-15%,0.1,0.9,platt,1197,1200,17,1180,0.898078529657477,0.0,0.9110169491525424,0.8989139515455304,0.8989139515455304,0.1010860484544695,0.0,0.00309528032640628,False
AF,AF,M2,ST-MEM,D3,CODE-15%,0.1,0.9,isotonic,1197,1200,17,1180,0.9665831244778613,0.17647058823529413,0.9779661016949153,0.9674185463659147,0.9674185463659147,0.03258145363408521,0.0,0.0,False
AF,AF,M2,ST-MEM,D3,CODE-15%,0.1,0.9,temperature,1197,1200,17,1180,0.898078529657477,0.0,0.9110169491525424,0.8989139515455304,0.8989139515455304,0.1010860484544695,0.0,0.0065067673619285124,False
AF,AF,M2,ST-MEM,D3,CODE-15%,0.2,0.8,raw,1197,1200,17,1180,0.7969924812030075,0.0,0.8084745762711865,0.797827903091061,0.797827903091061,0.202172096908939,0.0,4.367112210843e-06,False
AF,AF,M2,ST-MEM,D3,CODE-15%,0.2,0.8,platt,1197,1200,17,1180,0.797827903091061,0.0,0.809322033898305,0.7986633249791144,0.7986633249791144,0.20133667502088554,0.0,0.0030930655860143355,False
AF,AF,M2,ST-MEM,D3,CODE-15%,0.2,0.8,isotonic,1197,1200,17,1180,0.9665831244778613,0.17647058823529413,0.9779661016949153,0.9674185463659147,0.9674185463659147,0.03258145363408521,0.0,0.0,False
AF,AF,M2,ST-MEM,D3,CODE-15%,0.2,0.8,temperature,1197,1200,17,1180,0.7969924812030075,0.0,0.8084745762711865,0.797827903091061,0.797827903091061,0.202172096908939,0.0,0.0012391846212274976,False
AF,AF,M2,ST-MEM,D4,CPSC2018,0.1,0.9,raw,1031,1031,161,870,0.8913676042677012,0.7453416149068323,0.9183908045977012,0.9049466537342385,0.9049466537342385,0.0950533462657614,0.0,0.005237025548576524,False
AF,AF,M2,ST-MEM,D4,CPSC2018,0.1,0.9,platt,1031,1031,161,870,0.8991270611057226,0.515527950310559,0.9701149425287356,0.9127061105722599,0.9127061105722599,0.08729388942774007,0.0,0.043981478172146704,False
AF,AF,M2,ST-MEM,D4,CPSC2018,0.1,0.9,isotonic,1031,1031,161,870,0.9059165858389913,0.8074534161490683,0.9241379310344827,0.9204655674102813,0.9204655674102813,0.07953443258971872,0.0,0.06666666666666665,False
AF,AF,M2,ST-MEM,D4,CPSC2018,0.1,0.9,temperature,1031,1031,161,870,0.8913676042677012,0.7453416149068323,0.9183908045977012,0.9049466537342385,0.9049466537342385,0.0950533462657614,0.0,0.09881647204590194,False
AF,AF,M2,ST-MEM,D4,CPSC2018,0.2,0.8,raw,1031,1031,161,870,0.7982541222114452,0.5838509316770186,0.8379310344827586,0.8060135790494666,0.8060135790494666,0.19398642095053345,0.0,0.000408978100576047,False
AF,AF,M2,ST-MEM,D4,CPSC2018,0.2,0.8,platt,1031,1031,161,870,0.8254122211445198,0.043478260869565216,0.9701149425287356,0.8360814742967992,0.8360814742967992,0.16391852570320078,0.0,0.043919067480077234,False
AF,AF,M2,ST-MEM,D4,CPSC2018,0.2,0.8,isotonic,1031,1031,161,870,0.8312318137730359,0.43478260869565216,0.9045977011494253,0.8389912706110573,0.8389912706110573,0.16100872938894278,0.0,0.03636363636363636,False
AF,AF,M2,ST-MEM,D4,CPSC2018,0.2,0.8,temperature,1031,1031,161,870,0.7982541222114452,0.5838509316770186,0.8379310344827586,0.8060135790494666,0.8060135790494666,0.19398642095053345,0.0,0.0360292607093096,False
AF,AF,M2,ST-MEM,D5,MIMIC-IV-ECG,0.1,0.9,raw,301,298,40,261,0.9003322259136213,0.6,0.946360153256705,0.9269102990033222,0.9269102990033222,0.07308970099667775,0.0,0.08801105043066415,False
AF,AF,M2,ST-MEM,D5,MIMIC-IV-ECG,0.1,0.9,platt,301,298,40,261,0.8870431893687708,0.275,0.9808429118773946,0.9269102990033222,0.9269102990033222,0.07308970099667775,0.0,0.18296707571863358,False
AF,AF,M2,ST-MEM,D5,MIMIC-IV-ECG,0.1,0.9,isotonic,301,298,40,261,0.946843853820598,0.65,0.9923371647509579,0.9933554817275747,0.9933554817275747,0.006644518272425249,0.0,0.19047619047619047,False
AF,AF,M2,ST-MEM,D5,MIMIC-IV-ECG,0.1,0.9,temperature,301,298,40,261,0.9003322259136213,0.6,0.946360153256705,0.9269102990033222,0.9269102990033222,0.07308970099667775,0.0,0.2696551535130378,False
AF,AF,M2,ST-MEM,D5,MIMIC-IV-ECG,0.2,0.8,raw,301,298,40,261,0.7940199335548173,0.375,0.8582375478927203,0.8006644518272426,0.8006644518272426,0.19933554817275748,0.0,0.0038238385166410485,False
AF,AF,M2,ST-MEM,D5,MIMIC-IV-ECG,0.2,0.8,platt,301,298,40,261,0.770764119601329,0.0,0.8888888888888888,0.7873754152823921,0.7873754152823921,0.21262458471760798,0.0,0.014254073761018907,False
AF,AF,M2,ST-MEM,D5,MIMIC-IV-ECG,0.2,0.8,isotonic,301,298,40,261,0.7973421926910299,0.05,0.9118773946360154,0.8172757475083057,0.8172757475083057,0.18272425249169436,0.0,0.044444444444444446,False
AF,AF,M2,ST-MEM,D5,MIMIC-IV-ECG,0.2,0.8,temperature,301,298,40,261,0.7940199335548173,0.375,0.8582375478927203,0.8006644518272426,0.8006644518272426,0.19933554817275748,0.0,0.08545434935066246,False
AF,AF,M3,HuBERT-ECG,D3,CODE-15%,0.1,0.9,raw,1197,1200,17,1180,0.8947368421052632,0.0,0.9076271186440678,0.9022556390977443,0.9022556390977443,0.09774436090225563,0.0,0.016190635629240214,False
AF,AF,M3,HuBERT-ECG,D3,CODE-15%,0.1,0.9,platt,1197,1200,17,1180,0.898078529657477,0.0,0.9110169491525424,0.9039264828738512,0.9039264828738512,0.0960735171261487,0.0,0.014472346852970563,False
AF,AF,M3,HuBERT-ECG,D3,CODE-15%,0.1,0.9,isotonic,1197,1200,17,1180,0.8947368421052632,0.0,0.9076271186440678,0.9014202172096909,0.9014202172096909,0.0985797827903091,0.0,0.029197080291970802,False
AF,AF,M3,HuBERT-ECG,D3,CODE-15%,0.1,0.9,temperature,1197,1200,17,1180,0.8947368421052632,0.0,0.9076271186440678,0.9022556390977443,0.9022556390977443,0.09774436090225563,0.0,0.08152161720732268,False
AF,AF,M3,HuBERT-ECG,D3,CODE-15%,0.2,0.8,raw,1197,1200,17,1180,0.8070175438596491,0.0,0.8186440677966101,0.8120300751879699,0.8120300751879699,0.18796992481203006,0.0,0.001962460715927304,False
AF,AF,M3,HuBERT-ECG,D3,CODE-15%,0.2,0.8,platt,1197,1200,17,1180,0.8128654970760234,0.0,0.8245762711864407,0.8170426065162907,0.8170426065162907,0.18295739348370926,0.0,0.013358523625446914,False
AF,AF,M3,HuBERT-ECG,D3,CODE-15%,0.2,0.8,isotonic,1197,1200,17,1180,0.8947368421052632,0.0,0.9076271186440678,0.9014202172096909,0.9014202172096909,0.0985797827903091,0.0,0.029197080291970802,False
AF,AF,M3,HuBERT-ECG,D3,CODE-15%,0.2,0.8,temperature,1197,1200,17,1180,0.8070175438596491,0.0,0.8186440677966101,0.8120300751879699,0.8120300751879699,0.18796992481203006,0.0,0.024729983088630305,False
AF,AF,M3,HuBERT-ECG,D4,CPSC2018,0.1,0.9,raw,1031,1031,161,870,0.9010669253152279,0.7204968944099379,0.9344827586206896,0.965082444228904,0.965082444228904,0.03491755577109602,0.0,0.3613570802837137,False
AF,AF,M3,HuBERT-ECG,D4,CPSC2018,0.1,0.9,platt,1031,1031,161,870,0.9000969932104753,0.6956521739130435,0.9379310344827586,0.9631425800193987,0.9631425800193987,0.03685741998060136,0.0,0.30208140237578435,False
AF,AF,M3,HuBERT-ECG,D4,CPSC2018,0.1,0.9,isotonic,1031,1031,161,870,0.9088263821532493,0.6956521739130435,0.9482758620689655,0.973811833171678,0.973811833171678,0.026188166828322017,0.0,0.4,False
AF,AF,M3,HuBERT-ECG,D4,CPSC2018,0.1,0.9,temperature,1031,1031,161,870,0.9010669253152279,0.7204968944099379,0.9344827586206896,0.965082444228904,0.965082444228904,0.03491755577109602,0.0,0.43509478942991864,False
AF,AF,M3,HuBERT-ECG,D4,CPSC2018,0.2,0.8,raw,1031,1031,161,870,0.8069835111542192,0.5031055900621118,0.8632183908045977,0.8380213385063046,0.8380213385063046,0.16197866149369544,0.0,0.05804311429160471,False
AF,AF,M3,HuBERT-ECG,D4,CPSC2018,0.2,0.8,platt,1031,1031,161,870,0.8021338506304558,0.2919254658385093,0.896551724137931,0.8302618816682832,0.8302618816682832,0.1697381183317168,0.0,0.0927307696913523,False
AF,AF,M3,HuBERT-ECG,D4,CPSC2018,0.2,0.8,isotonic,1031,1031,161,870,0.8283220174587779,0.5093167701863354,0.8873563218390804,0.8632395732298739,0.8632395732298739,0.1367604267701261,0.0,0.17307692307692313,False
AF,AF,M3,HuBERT-ECG,D4,CPSC2018,0.2,0.8,temperature,1031,1031,161,870,0.8069835111542192,0.5031055900621118,0.8632183908045977,0.8380213385063046,0.8380213385063046,0.16197866149369544,0.0,0.2179459529857441,False
AF,AF,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.1,0.9,raw,301,298,40,261,0.8870431893687708,0.4,0.9616858237547893,1.0033222591362125,0.9966777408637874,0.0,0.0033222591362126247,0.5062585416165756,False
AF,AF,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.1,0.9,platt,301,298,40,261,0.8837209302325582,0.225,0.9846743295019157,0.9833887043189369,0.9833887043189369,0.016611295681063124,0.0,0.43501722433881806,False
AF,AF,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.1,0.9,isotonic,301,298,40,261,0.893687707641196,0.3,0.9846743295019157,1.0,1.0,0.0,0.0,0.46153846153846156,False
AF,AF,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.1,0.9,temperature,301,298,40,261,0.8870431893687708,0.4,0.9616858237547893,1.0033222591362125,0.9966777408637874,0.0,0.0033222591362126247,0.5031007221637379,False
AF,AF,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.2,0.8,raw,301,298,40,261,0.8073089700996677,0.225,0.896551724137931,0.8770764119601329,0.8770764119601329,0.12292358803986711,0.0,0.1558068813380788,False
AF,AF,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.2,0.8,platt,301,298,40,261,0.7973421926910299,0.0,0.9195402298850575,0.867109634551495,0.867109634551495,0.132890365448505,0.0,0.10627895661981172,False
AF,AF,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.2,0.8,isotonic,301,298,40,261,0.7940199335548173,0.075,0.9042145593869731,0.8604651162790697,0.8604651162790697,0.13953488372093023,0.0,0.09090909090909091,False
AF,AF,M3,HuBERT-ECG,D5,MIMIC-IV-ECG,0.2,0.8,temperature,301,298,40,261,0.8073089700996677,0.225,0.896551724137931,0.8770764119601329,0.8770764119601329,0.12292358803986711,0.0,0.30213725178776707,False
AF,AF,M4,ECGFM-KED,D4,CPSC2018,0.1,0.9,raw,1031,1031,161,870,0.9146459747817652,0.546583850931677,0.9827586206896551,1.1134820562560621,0.8865179437439379,0.0,0.11348205625606207,0.6839910821482619,False
AF,AF,M4,ECGFM-KED,D4,CPSC2018,0.1,0.9,platt,1031,1031,161,870,0.9146459747817652,0.546583850931677,0.9827586206896551,1.1134820562560621,0.8865179437439379,0.0,0.11348205625606207,0.7342454270750827,False
AF,AF,M4,ECGFM-KED,D4,CPSC2018,0.1,0.9,isotonic,1031,1031,161,870,0.9165858389912707,0.5838509316770186,0.9781609195402299,1.1280310378273521,0.871968962172648,0.0,0.1280310378273521,0.6575342465753424,False
AF,AF,M4,ECGFM-KED,D4,CPSC2018,0.1,0.9,temperature,1031,1031,161,870,0.9146459747817652,0.546583850931677,0.9827586206896551,1.1134820562560621,0.8865179437439379,0.0,0.11348205625606207,0.6654808179263205,False
