dataset_id,dataset_name,model_id,model_name,cal_size,effective_n,rep,seed,min_class_pos_in_cal,min_class_neg_in_cal,method,ece_ew,brier,auroc,status
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,20,20,4,46,2,12,isotonic_regression,0.11234491026805518,0.1090105627762759,0.8581595587183823,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,20,20,4,46,2,12,learned_mlp_head,0.18363565035125753,0.1610859444498367,0.7347025512907865,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,0,42,5,16,temperature_scaling,0.11161560398600734,0.10983099206234033,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,0,42,5,16,monotone_platt,0.06940796116571339,0.09488216477708973,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,0,42,5,16,isotonic_regression,0.07422210433426009,0.1028849695358542,0.8306496875026287,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,0,42,5,16,learned_mlp_head,0.0800853414035769,0.1093285887742295,0.8467598859363565,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,1,43,1,19,temperature_scaling,0.10546769905987294,0.10925078028927615,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,1,43,1,19,monotone_platt,0.07869837845872998,0.09942309099773168,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,1,43,1,19,isotonic_regression,0.08828555548166174,0.10543137434421379,0.865603553132965,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,1,43,1,19,learned_mlp_head,0.07346537530644184,0.10693534295946905,0.8344898848428259,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,2,44,2,20,temperature_scaling,0.12068671143514682,0.11072486759529929,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,2,44,2,20,monotone_platt,0.061146688479690195,0.09055012531671583,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,2,44,2,20,isotonic_regression,0.052646791521699675,0.09222689390824144,0.8501997207291325,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,2,44,2,20,learned_mlp_head,0.10751830829027557,0.1284887701846254,0.7892054659701719,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,3,45,5,25,temperature_scaling,0.12316582541705148,0.11011098523951461,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,3,45,5,25,monotone_platt,0.05872277216217403,0.091632812371811,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,3,45,5,25,isotonic_regression,0.07066255970526951,0.099789917352252,0.8131931679578738,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,3,45,5,25,learned_mlp_head,0.0704121683366534,0.10140078577974525,0.8692364212952448,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,4,46,3,22,temperature_scaling,0.1289300528307487,0.11139935494959274,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,4,46,3,22,monotone_platt,0.07161523558498835,0.09295337368343504,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,4,46,3,22,isotonic_regression,0.08606483310790869,0.09979775198048316,0.8651300123653065,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,50,50,4,46,3,22,learned_mlp_head,0.07856504026525339,0.11335002271051162,0.8491617920441449,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,0,42,6,28,temperature_scaling,0.10924126502681561,0.11029343454826271,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,0,42,6,28,monotone_platt,0.06291296510407828,0.08948055849081071,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,0,42,6,28,isotonic_regression,0.060035509756095874,0.09441277365855985,0.8596106064047241,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,0,42,6,28,learned_mlp_head,0.07166350452830156,0.10170412903371492,0.8688225704696293,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,1,43,4,23,temperature_scaling,0.102339784748034,0.11018678751775238,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,1,43,4,23,monotone_platt,0.05717317640538755,0.08980007156579162,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,1,43,4,23,isotonic_regression,0.07096677702746829,0.0984807788636796,0.8585285537638478,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,1,43,4,23,learned_mlp_head,0.0741565923798839,0.10996065486928899,0.8559491087726382,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,2,44,6,28,temperature_scaling,0.11576205146981122,0.10967361275717993,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,2,44,6,28,monotone_platt,0.060747750308416115,0.0909792981282689,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,2,44,6,28,isotonic_regression,0.06462163108376935,0.09689655609709613,0.8599999579411343,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,2,44,6,28,learned_mlp_head,0.07016470206206558,0.10531475939422145,0.8598641330406036,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,3,45,6,28,temperature_scaling,0.11614974058800005,0.11005233723421073,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,3,45,6,28,monotone_platt,0.06273228424736013,0.09080581153836594,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,3,45,6,28,isotonic_regression,0.06146909774049667,0.09938390617885355,0.8587962710609769,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,3,45,6,28,learned_mlp_head,0.07486560221365171,0.1063398104646693,0.8577382845029904,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,4,46,7,29,temperature_scaling,0.1314643615565338,0.1115976687417459,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,4,46,7,29,monotone_platt,0.06804564315600843,0.0928572310209447,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,4,46,7,29,isotonic_regression,0.04315652399340383,0.09444946239594616,0.8654467576820519,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,75,75,4,46,7,29,learned_mlp_head,0.07518694465388809,0.10643893496858511,0.8454399189105072,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,0,42,8,43,temperature_scaling,0.11887730860873216,0.11043395068783679,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,0,42,8,43,monotone_platt,0.05411789012907139,0.08870361031525001,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,0,42,8,43,isotonic_regression,0.062349957246107666,0.09682259589532359,0.8498887753299519,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,0,42,8,43,learned_mlp_head,0.06570574171681902,0.10290400411109177,0.8593034378916732,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,1,43,2,42,temperature_scaling,0.10992122180936123,0.10952417849845224,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,1,43,2,42,monotone_platt,0.05414174916136775,0.09289121280782746,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,1,43,2,42,isotonic_regression,0.062519109507403,0.09625877503346882,0.8511355977826567,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,1,43,2,42,learned_mlp_head,0.062180662310894565,0.10316883622650463,0.8513452528158411,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,2,44,6,36,temperature_scaling,0.11366706781049798,0.11013603614232384,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,2,44,6,36,monotone_platt,0.06298828918253725,0.0914333710596176,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,2,44,6,36,isotonic_regression,0.05666783793916839,0.10081089485118644,0.8505496294613941,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,2,44,6,36,learned_mlp_head,0.08275701880667338,0.10678639847694552,0.8651342603107309,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,3,45,9,45,temperature_scaling,0.11171589771448795,0.11072465876360309,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,3,45,9,45,monotone_platt,0.05850950153094037,0.09034748527302547,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,3,45,9,45,isotonic_regression,0.0572378530791415,0.09856978170482973,0.8568279329749917,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,3,45,9,45,learned_mlp_head,0.08094387856912873,0.10226154539239465,0.8709873318696847,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,4,46,9,42,temperature_scaling,0.12271439580306018,0.11014477409653645,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,4,46,9,42,monotone_platt,0.05711512386920843,0.08964289599389966,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,4,46,9,42,isotonic_regression,0.046584671448524476,0.09084184286609209,0.8699529697764993,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,100,100,4,46,9,42,learned_mlp_head,0.059947887099579635,0.1034083992391267,0.8550807025512908,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,0,42,8,57,temperature_scaling,0.1054343713746125,0.10946165572682429,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,0,42,8,57,monotone_platt,0.05449863834562729,0.0886917032676573,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,0,42,8,57,isotonic_regression,0.05112208984272772,0.09313353362552482,0.8666949134007957,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,0,42,8,57,learned_mlp_head,0.060836831193750274,0.09862612789347644,0.8688199712317359,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,1,43,11,58,temperature_scaling,0.11715548571901513,0.10984518471824163,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,1,43,11,58,monotone_platt,0.05161718512188618,0.08885620176285076,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,1,43,11,58,isotonic_regression,0.044409284454350516,0.09232491776463807,0.8647795568677921,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,1,43,11,58,learned_mlp_head,0.06271306268890134,0.10166386763088979,0.8557340870282047,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,2,44,11,67,temperature_scaling,0.12324826416373114,0.11041898921744109,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,2,44,11,67,monotone_platt,0.0621548474074449,0.08963009867662511,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,2,44,11,67,isotonic_regression,0.047450085982337055,0.09468280841898272,0.8695371800371801,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,2,44,11,67,learned_mlp_head,0.07000003342668723,0.1015150079803689,0.8635230104053635,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,3,45,11,59,temperature_scaling,0.1013510825898801,0.11001810889947054,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,3,45,11,59,monotone_platt,0.05608356483843844,0.088682650609609,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,3,45,11,59,isotonic_regression,0.05815136913509261,0.09547995236574794,0.863771397447868,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,3,45,11,59,learned_mlp_head,0.06591325929639329,0.09702887741935631,0.8741598321010086,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,4,46,10,57,temperature_scaling,0.10695628530813014,0.10976127594770188,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,4,46,10,57,monotone_platt,0.05207490313431812,0.08822485547810227,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,4,46,10,57,isotonic_regression,0.05221873884646779,0.09251880312066099,0.8694748193571723,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,150,150,4,46,10,57,learned_mlp_head,0.06729467631187386,0.10089707035999948,0.8650914780326545,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,0,42,13,81,temperature_scaling,0.11360833389497246,0.10957570893410093,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,0,42,13,81,monotone_platt,0.04823643022280146,0.08877954260087521,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,0,42,13,81,isotonic_regression,0.05400975335095681,0.09226453180610919,0.8710850304085598,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,0,42,13,81,learned_mlp_head,0.06464095749576224,0.09883510144649599,0.8675339036515506,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,1,43,13,81,temperature_scaling,0.11360833389497246,0.10957570893410093,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,1,43,13,81,monotone_platt,0.04823643022280146,0.08877954260087521,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,1,43,13,81,isotonic_regression,0.05400975335095681,0.09226453180610919,0.8710850304085598,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,1,43,13,81,learned_mlp_head,0.06464095749576224,0.09883510144649599,0.8675339036515506,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,2,44,13,81,temperature_scaling,0.11360833389497246,0.10957570893410093,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,2,44,13,81,monotone_platt,0.04823643022280146,0.08877954260087521,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,2,44,13,81,isotonic_regression,0.05400975335095681,0.09226453180610919,0.8710850304085598,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,2,44,13,81,learned_mlp_head,0.06464095749576224,0.09883510144649599,0.8675339036515506,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,3,45,13,81,temperature_scaling,0.11360833389497246,0.10957570893410093,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,3,45,13,81,monotone_platt,0.04823643022280146,0.08877954260087521,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,3,45,13,81,isotonic_regression,0.05400975335095681,0.09226453180610919,0.8710850304085598,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,3,45,13,81,learned_mlp_head,0.06464095749576224,0.09883510144649599,0.8675339036515506,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,4,46,13,81,temperature_scaling,0.11360833389497246,0.10957570893410093,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,4,46,13,81,monotone_platt,0.04823643022280146,0.08877954260087521,0.87927418174477,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,4,46,13,81,isotonic_regression,0.05400975335095681,0.09226453180610919,0.8710850304085598,ok
D1,PTB-XL,M2_stmem_probe,ST-MEM probe,full,203,4,46,13,81,learned_mlp_head,0.06464095749576224,0.09883510144649599,0.8675339036515506,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,0,42,0,8,temperature_scaling,0.04041244726741577,0.07949391907834825,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,0,42,0,8,monotone_platt,0.04041244726741577,0.07949391907834825,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,0,42,0,8,isotonic_regression,0.03142041867128048,0.07941057541856074,0.5175586155673225,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,0,42,0,8,learned_mlp_head,0.08047388335107825,0.08335921269696184,0.5077991343068256,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,1,43,0,7,temperature_scaling,0.07009427449144094,0.08616941294503548,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,1,43,0,7,monotone_platt,0.07009427449144094,0.08616941294503548,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,1,43,0,7,isotonic_regression,0.08684168875022023,0.09527824733222101,0.5511758438185631,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,1,43,0,7,learned_mlp_head,0.1350747298883895,0.09789286616579675,0.5090208541129986,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,2,44,0,8,temperature_scaling,0.06229151261238946,0.08357998470644175,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,2,44,0,8,monotone_platt,0.06229151261238946,0.08357998470644175,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,2,44,0,8,isotonic_regression,0.06332055856099013,0.0848384942945597,0.5507209109667023,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,2,44,0,8,learned_mlp_head,0.0853066521914055,0.0858695665208817,0.5016130972806971,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,3,45,0,8,temperature_scaling,0.040930778451117374,0.07985636031731833,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,3,45,0,8,monotone_platt,0.040930778451117374,0.07985636031731833,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,3,45,0,8,isotonic_regression,0.06013597727086257,0.09008040339250895,0.5532521311241704,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,3,45,0,8,learned_mlp_head,0.0661844592448324,0.08191357531793887,0.5074826782158406,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,4,46,0,8,temperature_scaling,0.039741080517324695,0.07915222419681148,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,4,46,0,8,monotone_platt,0.03997586296545422,0.07929295692511902,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,4,46,0,8,isotonic_regression,0.04715752544251545,0.08470752389780145,0.543234191690362,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,10,10,4,46,0,8,learned_mlp_head,0.047393326377496124,0.08050048231239465,0.5032928908970623,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,0,42,1,18,temperature_scaling,0.0301503581507629,0.07790651109627092,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,0,42,1,18,monotone_platt,0.02745216481876266,0.07769464911363552,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,0,42,1,18,isotonic_regression,0.04549502357198933,0.07949982255064629,0.5557299034411948,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,0,42,1,18,learned_mlp_head,0.0915206290781498,0.08795135043332664,0.5122485633107513,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,1,43,1,16,temperature_scaling,0.04760666762570547,0.08039834993126176,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,1,43,1,16,monotone_platt,0.047525304397162675,0.0803203546940615,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,1,43,1,16,isotonic_regression,0.07282432446166308,0.08508879162761322,0.5589533738597318,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,1,43,1,16,learned_mlp_head,0.07063126548503834,0.08289617083449961,0.5037872778832566,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,2,44,1,16,temperature_scaling,0.053165598715647376,0.08069703277135738,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,2,44,1,16,monotone_platt,0.07317563505266002,0.09210253680609592,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,2,44,1,16,isotonic_regression,0.09114970913042159,0.09868297327077018,0.5397543095765931,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,2,44,1,16,learned_mlp_head,0.06721186123167476,0.08402075656353251,0.5082496337139254,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,3,45,0,18,temperature_scaling,0.029508159646541094,0.07779068539869573,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,3,45,0,18,monotone_platt,0.029508159646541094,0.07779068539869573,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,3,45,0,18,isotonic_regression,0.047822044634982096,0.08000342631452695,0.5521528225930861,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,3,45,0,18,learned_mlp_head,0.08553276515876253,0.08689879385628714,0.5155418571073013,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,4,46,0,16,temperature_scaling,0.044626176213841066,0.07982317132788268,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,4,46,0,16,monotone_platt,0.06198686274500595,0.08610455796517817,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,4,46,0,16,isotonic_regression,0.058367272489814846,0.08388231616882115,0.5392483051165896,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,20,20,4,46,0,16,learned_mlp_head,0.07209519118381041,0.08230896188313004,0.5066424306109131,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,0,42,2,43,temperature_scaling,0.030846199334168906,0.07785445304485568,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,0,42,2,43,monotone_platt,0.03341819129934493,0.07939370283245832,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,0,42,2,43,isotonic_regression,0.05070399523529542,0.08079460708983643,0.5381787934082499,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,0,42,2,43,learned_mlp_head,0.017729938713212812,0.07695145977708286,0.5165410500216552,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,1,43,3,41,temperature_scaling,0.050549229051374066,0.08035592091487309,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,1,43,3,41,monotone_platt,0.052525085319136,0.08159092397260503,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,1,43,3,41,isotonic_regression,0.0757632629409364,0.08549832382044685,0.5453048962727621,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,1,43,3,41,learned_mlp_head,0.08017732864866653,0.0845402467456889,0.5181617292214774,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,2,44,1,43,temperature_scaling,0.03989428648509249,0.07853861942715258,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,2,44,1,43,monotone_platt,0.04250585868951706,0.07881242139631743,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,2,44,1,43,isotonic_regression,0.05378640498078241,0.08387503087403435,0.5426025454547417,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,2,44,1,43,learned_mlp_head,0.0454823600438734,0.07827552358295443,0.5255503905572955,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,3,45,2,44,temperature_scaling,0.03461899405841677,0.07816868944552569,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,3,45,2,44,monotone_platt,0.03535527456954864,0.07922108902128183,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,3,45,2,44,isotonic_regression,0.03654708211335848,0.08160618587436948,0.5553231334717221,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,3,45,2,44,learned_mlp_head,0.020159668838605285,0.07699198679140129,0.5243439524662349,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,4,46,0,43,temperature_scaling,0.04126195882496589,0.07924915010984156,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,4,46,0,43,monotone_platt,0.04023348882047937,0.07857427841830761,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,4,46,0,43,isotonic_regression,0.056166311570702045,0.080434659163755,0.5523767142481587,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,50,4,46,0,43,learned_mlp_head,0.04316922529911002,0.07857451213101709,0.5171749456710598,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,0,42,3,64,temperature_scaling,0.03978464811589231,0.07852391864833302,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,0,42,3,64,monotone_platt,0.04408475634486192,0.08092857237819188,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,0,42,3,64,isotonic_regression,0.06337619370768784,0.08535388015904721,0.5483405646775897,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,0,42,3,64,learned_mlp_head,0.031327921434616046,0.07756093254744195,0.5140523053550042,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,1,43,3,63,temperature_scaling,0.04069812892942978,0.07896192881775659,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,1,43,3,63,monotone_platt,0.04248721935208529,0.08002671286732423,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,1,43,3,63,isotonic_regression,0.05433815861493643,0.08739528053036986,0.5544372001025862,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,1,43,3,63,learned_mlp_head,0.033461523906638216,0.077843646616521,0.5311175874759365,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,2,44,3,64,temperature_scaling,0.04787034314778532,0.0793803607323481,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,2,44,3,64,monotone_platt,0.04874682682371887,0.07978827093713092,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,2,44,3,64,isotonic_regression,0.05848118852192994,0.08191472117628379,0.5734306363555811,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,2,44,3,64,learned_mlp_head,0.04618311720589796,0.0793746743987634,0.5129356286696306,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,3,45,1,64,temperature_scaling,0.03271005831823743,0.07829610641259353,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,3,45,1,64,monotone_platt,0.031242919947593508,0.07742755038888995,0.5483330655043196,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,3,45,1,64,isotonic_regression,0.040154193458576966,0.07876360240228165,0.5573130585081708,ok
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,75,3,45,1,64,learned_mlp_head,0.026851307402054474,0.07757138251131354,0.5176406663677857,ok
