dataset_id,dataset_name,model_id,model_name,cal_size,rep,method,auroc,ece_ew,brier
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,0,isotonic,0.585954,0.073903,0.081351
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,0,mlp_head,0.527915,0.120373,0.093611
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,1,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,1,monotone_temperature,0.576575,0.084167,0.082744
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,1,isotonic,0.566707,0.06891,0.086257
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,1,mlp_head,0.50234,0.288014,0.178813
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,2,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,2,monotone_temperature,0.580764,0.085872,0.084255
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,2,isotonic,0.560689,0.039059,0.080502
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,2,mlp_head,0.49288,0.180102,0.115053
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,3,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,3,monotone_temperature,0.580473,0.084167,0.082656
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,3,isotonic,0.579385,0.085991,0.103307
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,3,mlp_head,0.485389,0.141833,0.108569
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,4,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,4,monotone_temperature,0.575583,0.085006,0.082548
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,4,isotonic,0.564908,0.060283,0.089467
D3,CODE-15%,M6_s4d_configured,Configured S4D,50,4,mlp_head,0.544077,0.102824,0.087514
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,0,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,0,monotone_temperature,0.57628,0.085169,0.082532
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,0,isotonic,0.576229,0.050605,0.080133
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,0,mlp_head,0.478704,0.109851,0.092933
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,1,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,1,monotone_temperature,0.578978,0.085816,0.083903
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,1,isotonic,0.581836,0.038061,0.077447
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,1,mlp_head,0.518911,0.072468,0.086495
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,2,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,2,monotone_temperature,0.579305,0.084167,0.082544
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,2,isotonic,0.55896,0.028775,0.077393
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,2,mlp_head,0.472957,0.076437,0.088622
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,3,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,3,monotone_temperature,0.576335,0.084502,0.082657
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,3,isotonic,0.566026,0.046103,0.077407
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,3,mlp_head,0.509634,0.087945,0.087337
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,4,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,4,monotone_temperature,0.576473,0.085164,0.082531
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,4,isotonic,0.578216,0.042303,0.07692
D3,CODE-15%,M6_s4d_configured,Configured S4D,75,4,mlp_head,0.522644,0.144479,0.104319
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,0,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,0,monotone_temperature,0.576539,0.084242,0.082736
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,0,isotonic,0.559131,0.043771,0.083066
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,0,mlp_head,0.454157,0.042518,0.079501
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,1,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,1,monotone_temperature,0.576428,0.085166,0.082531
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,1,isotonic,0.564424,0.04827,0.079572
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,1,mlp_head,0.524908,0.066424,0.081342
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,2,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,2,monotone_temperature,0.576084,0.084486,0.082603
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,2,isotonic,0.587299,0.04461,0.078944
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,2,mlp_head,0.500194,0.041118,0.07952
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,3,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,3,monotone_temperature,0.576229,0.08532,0.082627
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,3,isotonic,0.609669,0.030755,0.075517
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,3,mlp_head,0.527588,0.032948,0.077905
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,4,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,4,monotone_temperature,0.577349,0.084167,0.082923
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,4,isotonic,0.550411,0.047973,0.081007
D3,CODE-15%,M6_s4d_configured,Configured S4D,100,4,mlp_head,0.520785,0.056721,0.081207
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,0,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,0,monotone_temperature,0.575647,0.085009,0.082549
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,0,isotonic,0.561944,0.044126,0.077202
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,0,mlp_head,0.503653,0.023207,0.077425
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,1,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,1,monotone_temperature,0.57567,0.084897,0.082589
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,1,isotonic,0.586595,0.039538,0.077553
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,1,mlp_head,0.512088,0.034804,0.078523
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,2,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,2,monotone_temperature,0.575692,0.085004,0.082547
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,2,isotonic,0.569881,0.043727,0.078661
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,2,mlp_head,0.493249,0.028946,0.077666
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,3,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,3,monotone_temperature,0.577034,0.084978,0.08252
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,3,isotonic,0.56681,0.036414,0.077699
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,3,mlp_head,0.496821,0.035556,0.078654
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,4,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,4,monotone_temperature,0.576449,0.084167,0.082523
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,4,isotonic,0.557947,0.039092,0.076747
D3,CODE-15%,M6_s4d_configured,Configured S4D,150,4,mlp_head,0.48909,0.044562,0.0791
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,0,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,0,monotone_temperature,0.57559,0.084805,0.082555
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,0,isotonic,0.563697,0.037673,0.076595
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,0,mlp_head,0.444895,0.057718,0.082509
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,1,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,1,monotone_temperature,0.575586,0.084802,0.082554
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,1,isotonic,0.56159,0.036868,0.076571
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,1,mlp_head,0.518782,0.021809,0.076984
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,2,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,2,monotone_temperature,0.575635,0.084803,0.082554
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,2,isotonic,0.565846,0.038385,0.076569
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,2,mlp_head,0.517598,0.031104,0.078055
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,3,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,3,monotone_temperature,0.57559,0.084805,0.082555
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,3,isotonic,0.566987,0.037371,0.076512
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,3,mlp_head,0.489319,0.024069,0.077341
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,4,raw,0.582249,0.08687,0.08543
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,4,monotone_temperature,0.57559,0.084805,0.082555
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,4,isotonic,0.565846,0.037855,0.076586
D3,CODE-15%,M6_s4d_configured,Configured S4D,200,4,mlp_head,0.488029,0.027354,0.077329
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,0,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,0,monotone_platt,0.986927,0.03156,0.029158
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,0,isotonic,0.86276,0.049044,0.041331
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,0,mlp_head,0.360907,0.233859,0.173585
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,1,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,1,monotone_platt,0.986927,0.037321,0.028218
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,1,isotonic,0.86627,0.042399,0.04103
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,1,mlp_head,0.651305,0.087934,0.088502
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,2,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,2,monotone_platt,0.986758,0.037967,0.028214
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,2,isotonic,0.918079,0.094472,0.061851
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,2,mlp_head,0.731287,0.421354,0.255494
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,3,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,3,monotone_platt,0.986927,0.033889,0.02638
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,3,isotonic,0.877361,0.035997,0.035293
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,3,mlp_head,0.680881,0.108692,0.095179
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,4,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,4,monotone_platt,0.983189,0.053726,0.038794
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,4,isotonic,0.936731,0.0762,0.049574
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,25,4,mlp_head,0.725579,0.218352,0.115262
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,0,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,0,monotone_platt,0.986927,0.049204,0.035567
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,0,isotonic,0.899035,0.041625,0.042128
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,0,mlp_head,0.829675,0.083034,0.063239
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,1,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,1,monotone_platt,0.984408,0.047318,0.036086
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,1,isotonic,0.925005,0.039465,0.038096
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,1,mlp_head,0.752763,0.082577,0.077497
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,2,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,2,monotone_platt,0.979151,0.03659,0.032067
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,2,isotonic,0.90416,0.051903,0.043022
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,2,mlp_head,0.756325,0.115106,0.089743
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,3,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,3,monotone_platt,0.986991,0.041163,0.033953
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,3,isotonic,0.868911,0.035508,0.040743
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,3,mlp_head,0.769115,0.094204,0.076815
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,4,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,4,monotone_platt,0.986639,0.028693,0.023841
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,4,isotonic,0.884561,0.047478,0.038628
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,50,4,mlp_head,0.807122,0.089874,0.065378
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,0,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,0,monotone_platt,0.986927,0.030189,0.022916
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,0,isotonic,0.887749,0.036078,0.036951
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,0,mlp_head,0.816215,0.117718,0.077827
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,1,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,1,monotone_platt,0.986927,0.032765,0.022559
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,1,isotonic,0.897005,0.028616,0.033789
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,1,mlp_head,0.787364,0.062427,0.063448
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,2,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,2,monotone_platt,0.986927,0.029928,0.02467
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,2,isotonic,0.889162,0.040372,0.037246
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,2,mlp_head,0.906522,0.08686,0.061803
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,3,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,3,monotone_platt,0.986639,0.028515,0.023699
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,3,isotonic,0.884458,0.03179,0.03298
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,3,mlp_head,0.813498,0.094812,0.067363
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,4,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,4,monotone_platt,0.986927,0.037342,0.027172
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,4,isotonic,0.897779,0.044484,0.037821
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,75,4,mlp_head,0.773919,0.06992,0.074147
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,0,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,0,monotone_platt,0.987055,0.030542,0.024612
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,0,isotonic,0.884406,0.033048,0.036012
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,0,mlp_head,0.924935,0.076255,0.054749
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,1,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,1,monotone_platt,0.986927,0.03175,0.02088
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,1,isotonic,0.922985,0.033251,0.034959
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,1,mlp_head,0.877492,0.077166,0.049904
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,2,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,2,monotone_platt,0.986927,0.032071,0.023638
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,2,isotonic,0.906265,0.033668,0.0352
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,2,mlp_head,0.885473,0.077759,0.054739
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,3,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,3,monotone_platt,0.986927,0.025632,0.020169
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,3,isotonic,0.911896,0.026307,0.032352
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,3,mlp_head,0.857523,0.079921,0.049183
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,4,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,4,monotone_platt,0.986927,0.031626,0.022296
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,4,isotonic,0.926947,0.02613,0.031112
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,100,4,mlp_head,0.836131,0.056267,0.057646
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,0,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,0,monotone_platt,0.986927,0.029103,0.021221
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,0,isotonic,0.917702,0.029312,0.031602
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,0,mlp_head,0.961302,0.054099,0.036706
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,1,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,1,monotone_platt,0.986927,0.028315,0.020625
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,1,isotonic,0.917871,0.028881,0.032708
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,1,mlp_head,0.898563,0.063327,0.05329
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,2,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,2,monotone_platt,0.986927,0.031244,0.021099
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,2,isotonic,0.923402,0.030087,0.033027
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,2,mlp_head,0.918182,0.059878,0.046085
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,3,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,3,monotone_platt,0.986927,0.029505,0.020942
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,3,isotonic,0.917974,0.029545,0.033549
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,3,mlp_head,0.948782,0.062186,0.039263
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,4,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,4,monotone_platt,0.986927,0.026412,0.020964
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,4,isotonic,0.908857,0.029161,0.035232
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,150,4,mlp_head,0.948009,0.065353,0.0393
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,0,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,0,monotone_platt,0.986927,0.028756,0.020673
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,0,isotonic,0.922087,0.02631,0.032476
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,0,mlp_head,0.89099,0.058828,0.04866
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,1,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,1,monotone_platt,0.986927,0.028839,0.020745
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,1,isotonic,0.922087,0.02611,0.032386
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,1,mlp_head,0.911877,0.069001,0.050182
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,2,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,2,monotone_platt,0.986927,0.029119,0.02065
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,2,isotonic,0.922087,0.026115,0.032385
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,2,mlp_head,0.964802,0.069866,0.045332
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,3,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,3,monotone_platt,0.986927,0.028736,0.020671
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,3,isotonic,0.922688,0.026209,0.032446
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,3,mlp_head,0.936692,0.057619,0.040793
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,4,raw,0.952294,0.090325,0.06591
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,4,monotone_platt,0.986927,0.02878,0.02068
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,4,isotonic,0.922087,0.02639,0.032309
D3,CODE-15%,M2_stmem_probe,ST-MEM probe,200,4,mlp_head,0.966219,0.056989,0.03965
